date,water_temp,ph,dissolved_oxygen,conductivity,turbidity,codmn,nh3_n,tp,tn,station_id,weather_station_name,district,pressure,air_temp,humidity,precipitation,wind_speed,wind_dir,songpu_flow_m3s,songpu_water_level_m,huangdu_flow_m3s,huangdu_water_level_m,huangdu_flow_m3s_abs,huangdu_flow_m3s_reverse_flag,huangdu_flow_m3s_3d_mean,huangdu_flow_m3s_7d_mean,songpu_flow_m3s_abs,songpu_flow_m3s_reverse_flag,songpu_flow_m3s_3d_mean,songpu_flow_m3s_7d_mean,huangdu_water_level_m_1d_diff,huangdu_water_level_m_3d_mean,songpu_water_level_m_1d_diff,songpu_water_level_m_3d_mean,songpu_flow_level_coupling,huangdu_flow_level_coupling,boundary_label,boundary_label_available,boundary_extent_ratio,label_source,label_confidence,boundary_zone_name,notes,wind_dir_sin,wind_dir_cos,precipitation_3d,precipitation_7d,pressure_drop,conductivity_anomaly,mixing_proxy,resuspension_index,runoff_proxy,nutrient_risk_index,self_purification_index,settling_index,songpu_flow_m3s_1d_diff,songpu_flow_rise_flag,huangdu_flow_m3s_1d_diff,huangdu_flow_rise_flag,songpu_tidal_pumping_proxy,songpu_resuspension_potential,songpu_flushing_potential,runoff_sediment_pulse,hydrodynamic_intensity,water_air_temp_gap,dayofyear_sin,dayofyear_cos,clearness_proxy
2023-10-19,23.203333333333333,7.233833333333333,5.604333333333333,517.2206666666667,184.09733333333335,3.935333333333333,0.10233333333333333,0.16166666666666665,3.062666666666667,58362,宝山,宝山区,1016.770833,21.725,75.083333,2.7,2.425,14.267671,475.0,2.61,-0.331,2.85,0.331,1,-2.783666666666667,2.126999999999996,475.0,0,464.3333333333333,472.4285714285714,-0.02,2.8666666666666667,-0.0500000000000002,2.643333333333333,1239.75,-0.94335,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.24645220873459844,0.969154945718092,2.7,12.3,0.8874999999999318,31.820904761904785,3.947459284316114,8.99,21.73485399256576,4.781666666666666,0.945968138692261,0.1426024955436734,-38.0,0.0,1.159,1.0,0.0,538.6500000000001,2.508590075131642,3.1293,4.787375160727974,1.4783333333333317,-0.9521140536681102,0.3057430764672831,0.20813997922663707
2023-10-20,23.03,7.261666666666667,5.852166666666666,512.0166666666667,155.78816666666668,3.7836666666666665,0.13083333333333333,0.15233333333333332,2.9066666666666667,58362,宝山,宝山区,1023.545833,17.408333,61.833333,0.1,3.108333,316.115878,503.0,2.61,4.75,2.86,4.75,0,0.9763333333333332,-0.8372857142857184,503.0,0,497.0,468.71428571428567,0.0099999999999997,2.86,0.0,2.6266666666666665,1312.83,13.585,,0.0,,,,,,-0.6932021200941059,0.7207432418670582,2.8000000000000003,2.8000000000000003,0.0,19.60159523809523,6.196422465769178,11.8116654,4.633519815408568,4.560833333333333,1.0208763566053958,0.14475272109783935,28.0,1.0,5.081,1.0,0.0,531.0,3.169882080811796,14.226800000000003,5.057749139226363,5.621667000000002,-0.9467139181463862,0.3220757010206104,0.23631363313181464
2023-10-21,22.581666666666667,7.2636666666666665,5.972833333333334,520.1398333333333,147.58766666666668,3.689166666666667,0.08700000000000001,0.14283333333333334,2.7746666666666666,58362,宝山,宝山区,1024.875,16.070833,70.25,0.0,1.008333,118.257294,815.0,2.67,27.0,2.85,27.0,0,10.473,1.4198571428571387,815.0,0,597.6666666666666,506.2857142857142,-0.0099999999999997,2.853333333333333,0.06,2.6299999999999994,2176.05,76.95,,0.0,,,,,,0.8808304754312092,-0.47343180454172057,2.8000000000000003,2.8000000000000003,0.0,20.507214285714156,2.902165589027593,3.8526654,5.132999467322552,4.29,1.0825913120559736,0.2079722847814409,312.0,1.0,22.25,1.0,0.0,1194.6200000000001,4.022316791658347,62.300000000000004,3.999962292994593,6.510833666666667,-0.9410336347451197,0.3383130181923076,0.24543188001315874
2023-10-22,22.516666666666666,7.207833333333333,5.715,531.7971666666666,128.35966666666667,3.8968333333333334,0.07366666666666667,0.129,2.6138333333333335,58362,宝山,宝山区,1022.566667,17.666667,75.333333,0.0,1.1375,118.257294,944.0,2.54,32.8,2.78,32.8,0,21.516666666666666,6.889857142857139,944.0,0,754.0,576.9999999999999,-0.0700000000000002,2.83,-0.1299999999999999,2.606666666666667,2397.76,91.18399999999998,,0.0,,,,,,0.8808304754312092,-0.47343180454172057,0.1,2.8000000000000003,2.308332999999948,23.071928571428487,3.1671224049270617,1.2967499999999998,5.376471690360715,3.9775,1.0289752085598995,0.2199816843249656,129.0,1.0,5.799999999999997,1.0,0.0,1212.4899999999998,5.828710133761425,0.5799999999999997,4.057368914296099,4.849999666666665,-0.9350748843515574,0.3544502230989869,0.2689534926031708
2023-10-23,22.448333333333334,7.216,5.793666666666667,526.0926666666667,116.43533333333333,3.769166666666667,0.06916666666666667,0.11816666666666668,2.5296666666666665,58362,宝山,宝山区,1019.925,20.083333,79.708333,0.0,1.604167,127.275125,980.0,2.41,39.8,2.72,39.8,0,33.2,13.714142857142852,980.0,0,913.0,662.1428571428571,-0.0599999999999996,2.783333333333333,-0.1299999999999999,2.5400000000000005,2361.8,108.256,,0.0,,,,,,0.795736496137248,-0.6056429878362461,0.0,2.8000000000000003,2.6416670000000977,10.67999999999995,3.9139470967338053,1.6496669999999998,5.561667170610285,3.7805,1.087457575635701,0.19062745790278177,36.0,1.0,7.0,1.0,0.0,1148.08,7.774491493190578,0.0,4.391117110206323,2.3650003333333345,-0.9288394302558068,0.3704825404820963,0.285368357052746
2023-10-24,22.606666666666666,7.1765,5.777833333333334,527.2528333333333,104.76266666666668,3.3714999999999997,0.05266666666666667,0.10049999999999999,2.2958333333333334,58362,宝山,宝山区,1017.679167,20.645833,81.333333,0.0,0.945833,118.257294,946.0,2.39,34.7,2.66,34.7,0,35.766666666666666,19.60414285714285,946.0,0,956.6666666666666,739.4285714285714,-0.06,2.72,-0.02,2.4466666666666668,2260.94,92.302,,0.0,,,,,,0.8808304754312092,-0.47343180454172057,0.0,2.8000000000000003,2.245832999999948,7.036142857142863,2.8069463950464386,0.952833,5.618022069638703,3.3535,1.2048520728204957,0.23856862641250814,-34.0,0.0,-5.099999999999994,0.0,0.0,999.6,9.045409848465747,0.0,3.890587892965308,1.960833666666666,-0.9223291176290545,0.3864052261209853,0.30313794844497133
2023-10-25,22.728333333333335,7.146,5.752666666666666,526.7001666666666,117.108,3.2693333333333334,0.09383333333333332,0.11616666666666665,2.404333333333333,58362,宝山,宝山区,1016.925,20.858333,82.458333,0.0,0.804167,118.257294,681.0,2.34,35.1,2.64,35.1,0,36.53333333333333,24.831285714285716,681.0,0,869.0,763.4285714285714,-0.02,2.6733333333333333,-0.0500000000000002,2.3800000000000003,1593.54,92.664,,0.0,,,,,,0.8808304754312092,-0.47343180454172057,0.0,2.8000000000000003,0.7541670000000522,3.668738095238041,2.4912562496126083,0.821667,5.652617738055622,3.6598333333333333,1.1794963120376238,0.39087937696953545,-265.0,0.0,0.3999999999999986,1.0,0.0,993.3000000000003,7.357672638601957,0.0,3.375742100316284,1.870000333333337,-0.9155458729775467,0.40221356823680365,0.284398893416583
2023-10-26,22.876666666666665,7.181166666666667,5.763000000000001,510.8141666666666,119.80683333333333,3.330666666666667,0.10383333333333333,0.13183333333333333,2.445,58362,宝山,宝山区,1016.970833,20.6625,76.875,0.0,1.0375,28.709334,571.0,2.39,32.1,2.63,32.1,0,33.96666666666667,29.46428571428571,571.0,0,732.6666666666666,777.1428571428571,-0.0100000000000002,2.643333333333333,0.0500000000000002,2.373333333333333,1364.69,84.423,0.0,1.0,0.0107015457788347,DLR_GWP_P1D_real_raster_proxy,0.3571428571428571,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.4803663861029326,0.8770679193211939,0.0,0.1,0.0,-11.302047619047642,2.4882509742887624,1.0550000000000002,0.7100342840101213,3.8671666666666664,1.1351407355316732,0.49079754601226994,-110.0,0.0,-3.0,0.0,0.0,715.0500000000002,6.064778344492102,0.0,3.297697009005736,2.2141666666666637,-0.9084917035725082,0.41790288888678667,0.2805640054804581
2023-10-27,22.916666666666668,7.237166666666667,6.0551666666666675,491.2283333333333,154.9043333333333,3.4133333333333336,0.06666666666666667,0.13866666666666666,2.5268333333333333,58362,宝山,宝山区,1018.916667,18.425,70.875,0.0,1.6625,69.131529,348.0,2.42,30.0,2.65,30.0,0,32.4,33.07142857142857,348.0,0,533.3333333333334,755.0,0.02,2.64,0.0299999999999998,2.3833333333333333,842.16,79.5,,0.0,,,,,,0.9344006403862593,0.35622386675480994,0.0,0.0,0.0,-27.918119047619086,4.09420185297252,1.673,0.5262833849973981,3.980166666666667,1.168950779112488,0.3755868544600939,-223.0,0.0,-2.1000000000000014,0.0,0.0,588.1299999999999,3.4209012792032727,0.0,3.474841491300361,4.491666666666667,-0.9011686968561569,0.4334685453485363,0.2372731559812059
2023-10-28,22.89,7.2655,6.221166666666666,479.7133333333333,195.442,3.5210000000000004,0.09016666666666667,0.15933333333333335,2.7336666666666667,58362,宝山,宝山区,1019.516667,18.133333,72.083333,0.0,1.325,118.257294,397.0,2.53,1.21,2.68,1.21,0,21.10333333333333,29.38714285714285,397.0,0,438.6666666666667,695.2857142857143,0.0300000000000002,2.6533333333333333,0.1099999999999998,2.4466666666666668,1004.41,3.2428,,0.0,,,,,,0.8808304754312092,-0.47343180454172057,0.0,0.0,0.0,-33.65790476190472,3.3900681807390174,1.3635,0.4643592640068999,4.417166666666667,1.1339530914108795,0.4301075268817204,49.0,1.0,-28.79,0.0,0.0,495.05999999999995,2.233059461147141,0.0,3.339585605945966,4.756667,-0.8935790198239952,0.4489059314938798,0.19804322668178131
2023-10-29,22.86,7.273,6.270166666666667,476.05999999999995,207.00316666666666,3.4243333333333332,0.1045,0.16033333333333333,2.8928333333333334,58362,宝山,宝山区,1020.095833,18.175,78.625,0.0,1.379167,110.231602,292.0,2.53,1.93,2.79,1.93,0,11.046666666666669,24.977142857142848,292.0,0,345.6666666666667,602.1428571428571,0.1099999999999998,2.706666666666667,0.0,2.4933333333333327,738.76,5.3847,,0.0,,,,,,0.9383024277041699,-0.34581578067586927,0.0,0.0,0.0,-29.348785714285725,3.5252686356620373,1.379167,0.3733181994743959,4.600666666666666,1.1534288797430694,0.42031517753902947,-105.0,0.0,0.72,1.0,0.0,397.0,1.6618336740065658,0.0,3.2384922236446743,4.684999999999999,-0.8857249183835637,0.4642104791518923,0.1883367504247151
2023-10-30,23.046666666666667,7.279166666666666,6.295333333333333,466.66450000000003,207.83200000000002,3.3089999999999997,0.09166666666666667,0.16033333333333336,2.9328333333333334,58362,宝山,宝山区,1021.425,19.2125,81.083333,0.0,1.420833,112.081619,268.0,2.59,-1.34,2.81,1.34,1,0.6,19.1,268.0,0,319.0,500.4285714285714,0.02,2.76,0.06,2.5499999999999994,694.12,-3.7654,,0.0,,,,,,0.9266492793096225,-0.37592700508869703,0.0,0.0,0.0,-30.25454761904757,3.576653582409605,1.441833,0.07050054438686033,4.627833333333333,1.1789062531729995,0.41308095188722227,-24.0,0.0,-3.27,0.0,0.0,309.52000000000004,1.527543671467974,0.0,3.238790318780102,3.8341666666666683,-0.8776087166898392,0.4793776594606945,0.1876617490111393
2023-10-31,23.245,7.293166666666667,6.278,465.51849999999996,186.8228333333333,3.176,0.08650000000000001,0.15916666666666668,2.8793333333333333,58362,宝山,宝山区,1021.125,21.420833,71.416667,0.0,1.783333,168.272747,444.0,2.64,-5.13,2.84,5.13,1,-1.5133333333333334,13.409999999999997,444.0,0,334.6666666666667,428.71428571428567,0.0299999999999998,2.813333333333333,0.0500000000000002,2.5866666666666664,1172.16,-14.5692,,0.0,,,,,,0.2032530442146495,-0.9791262431461418,0.0,0.0,0.2999999999999545,-22.581357142857144,3.0605120034233795,1.8008330000000001,0.13824148400276326,4.5575,1.2024402131533614,0.324324359386422,176.0,1.0,-3.79,0.0,0.0,651.0000000000001,1.7818209891058687,0.0,3.719636806802334,1.8241670000000028,-0.8692328164574792,0.49440298420761813,0.2056589076008487
2023-11-01,22.698333333333334,7.2651666666666666,6.018666666666667,497.13733333333334,199.70400000000004,3.2616666666666667,0.11366666666666665,0.16183333333333336,2.807,58362,宝山,宝山区,1018.829167,22.6375,62.041667,0.0,2.475,170.322483,604.0,2.58,-3.85,2.84,3.85,1,-3.44,7.845714285714282,604.0,0,438.6666666666667,417.71428571428567,0.0,2.83,-0.06,2.603333333333333,1558.32,-10.934,,0.0,,,,,,0.1681025742199316,-0.9857695088308587,0.0,0.0,2.295833000000016,13.260738095238082,3.851838139898957,2.496,0.22359815646661999,4.539,1.1254184759714512,0.17328520856521012,160.0,1.0,1.2799999999999998,1.0,0.0,809.84,2.1856398809523805,0.0,4.65427448067423,0.06083333333333485,-0.8605996962501181,0.5092820071573356,0.1944000420764428
2023-11-02,22.605,7.256333333333334,5.925,510.22633333333334,178.29966666666667,3.2205,0.08616666666666667,0.16033333333333333,2.760666666666667,58362,宝山,宝山区,1014.916667,22.208333,68.583333,0.0,2.858333,165.871829,632.0,2.47,1.35,2.85,1.35,0,-2.543333333333333,3.452857142857139,632.0,0,560.0,426.4285714285714,0.0100000000000002,2.8433333333333333,-0.1099999999999998,2.563333333333334,1561.0400000000002,3.8475000000000006,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.24409184579570406,-0.9697521182323069,0.0,0.0,3.9125000000000227,26.433714285714302,4.5235993411903985,2.896833,0.18976018555286203,4.450166666666667,1.1240013167545901,0.12868633259780476,28.0,1.0,5.2,1.0,0.0,732.5999999999999,3.123262917387837,0.0,5.224179596276004,0.39666700000000077,-0.8517119107469189,0.5240103253675756,0.21354150374079883
2023-11-03,22.628333333333334,7.2620000000000005,5.9316666666666675,515.227,150.88283333333334,3.0695,0.08800000000000001,0.14916666666666667,2.6511666666666667,58362,宝山,宝山区,1014.554167,22.683333,72.5,0.0,1.479167,104.305763,680.0,2.43,1.51,2.83,1.51,0,-0.33,-0.6171428571428612,680.0,0,638.6666666666666,473.8571428571428,-0.02,2.84,-0.04,2.4933333333333336,1652.4,4.2733,,0.0,,,,,,0.9689908825232227,-0.24709647829717446,0.0,0.0,0.3624999999999545,28.00600000000003,3.8910006826516543,1.493167,0.04277684133504936,4.230833333333333,1.1794315789976597,0.351906117078467,48.0,1.0,0.15999999999999992,1.0,0.0,757.12,4.2049957368453965,0.0,3.7064791344601553,-0.054999666666667224,-0.8425720899866032,0.5385835804920232,0.24170886994953134
2023-11-04,22.861666666666665,7.229500000000001,5.9111666666666665,509.837,112.16883333333332,3.1926666666666663,0.09599999999999999,0.13449999999999998,2.5533333333333332,58362,宝山,宝山区,1014.704167,22.954167,87.916667,5.5,1.995833,129.341067,629.0,2.43,6.3,2.81,6.3,0,3.053333333333333,0.1099999999999958,629.0,0,647.0,507.0,-0.02,2.83,0.0,2.4433333333333334,1528.47,17.703,,0.0,,,,,,0.7733860324858048,-0.6339353632318248,5.5,5.5,0.0,18.312619047619023,4.506240338282078,12.9729145,10.545347623180486,3.994333333333333,1.1800050207095831,0.117704761852075,-51.0,0.0,4.79,1.0,0.0,680.0,5.717121763500846,26.345,5.00883123721823,-0.09250033333333718,-0.8331829385891785,0.5529974600700271,0.29164974205290894
2023-11-05,22.974999999999998,7.1765,5.526833333333333,544.2036666666667,106.60933333333332,3.2270000000000003,0.11349999999999999,0.12633333333333333,2.4563333333333333,58362,宝山,宝山区,1011.804167,22.725,74.666667,4.4,4.541667,220.072058,953.0,2.48,22.8,2.8,22.8,0,10.203333333333331,3.091428571428568,953.0,0,754.0,601.4285714285714,-0.0100000000000002,2.813333333333333,0.0499999999999998,2.4466666666666668,2363.44,63.84,,0.0,,,,,,-0.6437505163876748,-0.7652354360917966,9.9,9.9,2.8999999999999773,42.94447619047622,8.494467027228104,49.521670300000004,17.65443173596034,3.8331666666666666,1.1125197254740304,0.05452067143079204,324.0,1.0,16.5,1.0,0.0,1340.8499999999997,7.006827164929932,163.35,8.170410590824819,0.24999999999999645,-0.8235472349556007,0.5672476988027229,0.3001998714117562
2023-11-06,22.686666666666667,7.254833333333334,5.881,529.0361666666666,93.4065,3.3234999999999997,0.0785,0.12,2.282,58362,宝山,宝山区,1021.575,14.058333,53.458333,0.0,2.879167,277.700224,991.0,2.37,26.0,2.73,26.0,0,18.366666666666664,6.997142857142854,991.0,0,857.6666666666666,704.7142857142857,-0.0699999999999998,2.78,-0.1099999999999998,2.4266666666666667,2348.67,70.98,,0.0,,,,,,-0.9909826758832433,0.1339900597032733,9.9,9.9,0.0,18.866738095238134,6.767330084067461,31.421420299999998,15.636907973278465,3.5605,1.1875213021131235,0.07257332754585237,38.0,1.0,3.1999999999999993,1.0,0.0,1142.1899999999998,9.084826433208166,31.679999999999993,6.607735502583073,8.628333666666668,-0.8136678304455991,0.5813300798152042,0.32241774393006806
2023-11-07,22.078333333333333,7.2205,6.049166666666667,544.1346666666667,80.08716666666668,2.964166666666667,0.06849999999999999,0.10766666666666667,2.1193333333333335,58362,宝山,宝山区,1021.720833,13.220833,62.291667,0.0,1.1375,104.070468,1100.0,2.27,32.1,2.77,32.1,0,26.96666666666667,12.315714285714282,1100.0,0,1014.6666666666666,798.4285714285714,0.04,2.766666666666666,-0.1,2.373333333333333,2497.0,88.917,,0.0,,,,,,0.9699974530869991,-0.24311507769929652,4.4,9.9,0.0,22.734357142857107,3.2914682233948636,6.1775,16.566527031720756,3.2645,1.3422116704021188,0.15296367112810705,109.0,1.0,6.100000000000001,1.0,0.0,1329.9,12.513283030812518,26.840000000000007,4.496980387783498,8.857500333333332,-0.8035476485339116,0.5952404359043674,0.34823191978682677
2023-11-08,21.888333333333332,7.233666666666667,6.016500000000001,547.8156666666667,100.27016666666667,3.364333333333333,0.07283333333333333,0.11549999999999999,2.2311666666666667,58362,宝山,宝山区,1017.6875,17.9375,74.333333,0.0,1.841667,182.470906,922.0,2.26,24.5,2.7,24.5,0,27.53333333333333,16.365714285714283,922.0,0,1004.3333333333334,843.8571428571429,-0.0699999999999998,2.733333333333334,-0.0100000000000002,2.3000000000000003,2083.72,66.15,,0.0,,,,,,-0.04311207897084822,-0.999070242098528,0.0,9.9,4.0333329999999705,19.17559523809541,2.9452094783174325,1.845167,17.761660916171937,3.459,1.2208906562372608,0.14545454545454609,-178.0,0.0,-7.600000000000001,0.0,0.0,1111.0000000000002,9.917366252976773,0.0,4.765932583523043,3.950833333333332,-0.7931896839451843,0.6089746507720486,0.3105054170099215
2023-11-09,21.88,7.243666666666667,6.174333333333333,525.0746666666666,93.606,3.138,0.07033333333333334,0.11433333333333333,2.220833333333333,58362,宝山,宝山区,1018.673913,18.143478,85.347826,10.9,2.778261,11.190645,431.0,2.17,27.7,2.63,27.7,0,28.100000000000005,20.129999999999995,431.0,0,817.6666666666666,815.1428571428571,-0.0700000000000002,2.7,-0.0899999999999998,2.233333333333333,935.27,72.851,1.0,1.0,0.0214030915576694,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.19407418263763598,0.9809868559942756,10.9,20.8,0.0,-5.686595238095265,4.227713570965638,33.0928059,39.05795853412662,3.4345,1.3084261720776102,0.06812796147990555,-491.0,0.0,3.1999999999999993,1.0,0.0,1004.9799999999999,8.642862679604535,34.879999999999995,6.399348581523881,3.7365219999999972,-0.7825970017677834,0.6225286602431057,0.32205943817197147
2023-11-10,21.496666666666666,7.3694999999999995,6.985833333333333,464.2728333333334,91.43166666666667,2.7045,0.05666666666666667,0.11333333333333333,2.186166666666667,58362,宝山,宝山区,1027.316667,13.833333,69.416667,0.2,3.5875,28.653967,-44.7,2.39,36.6,2.64,36.6,0,29.6,25.142857142857142,44.7,1,436.1,711.6142857142856,0.0100000000000002,2.6566666666666667,0.2200000000000002,2.273333333333333,-106.833,96.624,,0.0,,,,,,0.479518619253427,0.8775317052900635,11.1,21.0,0.0,-59.20926190476183,5.881087791256692,43.68575,36.09065007134375,3.3761666666666668,1.6147969712169024,0.06374501992031872,-475.7,0.0,8.900000000000002,1.0,54.53400000000001,634.888,4.718080023080113,98.79000000000002,6.152112134586734,7.6633336666666665,-0.7717727365467836,0.6358984534680745,0.3260059905000935
2023-11-11,20.816666666666666,7.3933333333333335,7.070833333333333,471.8765,128.92416666666668,2.6306666666666665,0.07766666666666666,0.1245,2.3528333333333333,58362,宝山,宝山区,1028.541667,13.354167,73.541667,0.7,3.129167,15.995424,547.0,2.69,31.5,2.67,31.5,0,31.933333333333334,28.74285714285714,547.0,0,311.1,699.8999999999999,0.0299999999999998,2.6466666666666665,0.2999999999999998,2.4166666666666665,1471.43,84.105,,0.0,,,,,,0.2755605825551352,0.9612837069990703,11.8,16.2,0.0,-46.18266666666665,4.937383374474507,40.158337599999996,28.637922851412853,3.6755,1.614558610099094,0.06277792178335502,591.7,1.0,-5.100000000000001,0.0,0.0,1480.31,2.394473699401574,0.0,6.938269428166318,7.462499666666666,-0.7607200913564104,0.6490800741100398,0.2682144143116352
2023-11-12,19.973333333333333,7.338333333333334,6.853166666666667,499.33799999999997,165.3735,3.389,0.058499999999999996,0.151,2.6403333333333334,58362,宝山,宝山区,1032.020833,9.733333,58.166667,0.1,3.9125,304.498995,596.0,2.51,10.4,2.7,10.4,0,26.166666666666668,26.971428571428564,596.0,0,366.1,648.8999999999999,0.0300000000000002,2.6700000000000004,-0.1800000000000001,2.53,1495.9599999999998,28.08,,0.0,,,,,,-0.8241361235772425,0.5663917812036788,0.9999999999999999,11.9,0.0,-12.311785714285804,8.095720150504851,7.888,19.317131982736807,4.208833333333334,1.29935392368331,0.16913319238900634,49.0,1.0,-21.1,0.0,0.0,761.1000000000001,2.2004706278343606,0.0,5.2601580279415145,10.240000333333333,-0.7494423368521954,0.6620696215153815,0.22624162556198713
2023-11-13,18.918333333333333,7.361666666666667,7.001166666666666,509.61850000000004,193.54100000000003,3.547166666666667,0.08066666666666666,0.16749999999999998,2.75,58362,宝山,宝山区,1031.15,9.2,64.25,0.0,2.229167,312.114026,606.0,2.49,5.87,2.75,5.87,0,15.923333333333334,24.09571428571428,606.0,0,583.0,593.8999999999999,0.0499999999999998,2.706666666666667,-0.0199999999999995,2.563333333333333,1508.94,16.142500000000002,,0.0,,,,,,-0.7418116983886063,0.6706082344661535,0.7999999999999998,11.9,0.8708329999999478,0.7426666666666506,4.844068476920759,4.019500599999999,19.970054001043682,4.5056666666666665,1.2527208601260869,0.20408163265306342,10.0,1.0,-4.53,0.0,0.0,628.3199999999997,2.996797590225196,0.0,4.373772776852889,9.718333333333334,-0.7379428103031386,0.6748632518680403,0.19969377756427398
2023-11-14,18.711666666666666,7.354,6.835333333333334,510.92350000000005,208.19916666666666,3.813333333333333,0.0765,0.1738333333333333,2.9458333333333333,58362,宝山,宝山区,1028.0625,9.208333,71.541667,0.0,0.995833,248.079096,689.0,2.48,3.46,2.79,3.46,0,6.576666666666667,20.00428571428571,689.0,0,630.3333333333334,535.1857142857142,0.04,2.7466666666666666,-0.0100000000000002,2.4933333333333336,1708.72,9.6534,,0.0,,,,,,-0.9277001099340322,-0.3733262728879185,0.0999999999999999,11.9,3.087500000000091,6.79211904761911,2.9001711232146326,1.0989163,20.717219375379457,4.760666666666666,1.1608736038961893,0.1929260574228942,83.0,1.0,-2.41,0.0,0.0,779.7200000000001,3.013077649289553,0.0,3.9867854334077464,9.503333666666666,-0.7262249146041543,0.6874571793269664,0.18736358450115265
2023-11-15,18.636666666666667,7.302666666666667,7.0275,489.0566666666667,190.31883333333334,3.775166666666667,0.08716666666666667,0.1701666666666667,2.9273333333333333,58362,宝山,宝山区,1026.475,11.875,70.791667,6.9,1.341667,50.635304,521.0,2.41,1.69,2.79,1.69,0,3.673333333333333,16.745714285714282,521.0,0,605.3333333333334,477.8999999999999,0.0,2.776666666666667,-0.0699999999999998,2.4600000000000004,1255.61,4.7151,,0.0,,,,,,0.7731245293418691,0.634254256690417,6.9,18.8,1.587500000000091,-6.680571428571511,3.317592806090913,10.6236693,32.34011428494075,4.716166666666667,1.2027579484343143,0.09234320608408676,-168.0,0.0,-1.77,0.0,0.0,737.2299999999999,3.164002846905645,0.0,5.144343031658533,6.761666666666667,-0.7142921172691032,0.699847677146407,0.20252862555281892
2023-11-16,18.301666666666666,7.349666666666667,7.062833333333333,499.35983333333337,183.79516666666666,3.4599999999999995,0.06849999999999999,0.15583333333333335,2.7648333333333333,58362,宝山,宝山区,1026.233333,9.920833,65.791667,0.4,2.891667,270.133761,708.0,2.48,1.57,2.77,1.57,0,2.24,13.012857142857138,708.0,0,639.3333333333334,517.4714285714284,-0.02,2.783333333333333,0.0699999999999998,2.456666666666667,1755.84,4.3489,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",-0.9999972748930204,0.0023345677401083067,7.300000000000001,8.3,0.24166700000000674,7.296142857142854,6.7679044488778946,24.0253361,13.937044360470638,4.391666666666667,1.30540990134204,0.08746355175139635,187.0,1.0,-0.11999999999999988,0.0,0.0,957.6499999999999,3.4596864456231273,0.0,6.011988284591981,8.380833666666666,-0.7021479494046978,0.7120310787787131,0.2084172935983617
2023-11-17,17.55333333333333,7.365166666666667,7.103666666666666,517.0513333333333,190.24716666666666,3.7285000000000004,0.09549999999999999,0.163,2.9583333333333335,58362,宝山,宝山区,1024.7875,10.816667,35.791667,0.0,4.025,282.829991,798.0,2.44,5.18,2.8,5.18,0,2.813333333333333,8.52428571428571,798.0,0,675.6666666666666,637.8571428571428,0.0299999999999998,2.786666666666666,-0.04,2.4433333333333334,1947.12,14.503999999999998,,0.0,,,,,,-0.9750332529983541,0.22205890107682597,7.300000000000001,8.100000000000001,1.4458329999999933,17.447857142857117,8.952012985183316,33.42150000000001,11.199900581592534,4.683833333333333,1.2428594762221148,0.07261724835382147,90.0,1.0,3.6099999999999994,1.0,0.0,923.52,3.5329499434850016,26.352999999999998,6.97519984903375,6.73666633333333,-0.6897960046655887,0.7240037789593305,0.20259221895980917
2023-11-18,17.081666666666667,7.4455,7.501333333333332,496.0945,192.47616666666667,3.7573333333333334,0.08533333333333333,0.15916666666666668,2.860666666666667,58362,宝山,宝山区,1025.4375,6.558333,64.416667,0.0,1.316667,118.257294,770.0,2.39,7.06,2.77,7.06,0,4.603333333333333,5.0328571428571385,770.0,0,758.6666666666666,669.7142857142856,-0.0299999999999998,2.78,-0.0499999999999998,2.436666666666667,1840.3,19.5562,,0.0,,,,,,0.8808304754312092,-0.47343180454172057,0.4,7.4,0.0,-6.968690476190488,3.473580675629083,1.8608337999999998,12.425337606812864,4.5376666666666665,1.3175814705809237,0.3680981143437897,-28.0,0.0,1.88,1.0,0.0,837.8999999999999,3.92124094526716,0.752,3.664656361821808,10.523333666666666,-0.6772399381909491,0.7357622347736527,0.2006253852021841
