省份,城市,流域,河流,站点名称,经度,纬度,监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总有机碳,总磷,总氮,叶绿素α,藻密度,水质,站点
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-18 20:00:00,27.2000,6.93400,3.11800,569.03000,168.26500,3.33500,0.19900,,0.10800,2.10800,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-19 00:00:00,27.3200,7.16500,5.25100,460.24800,166.27800,4.62300,0.46600,,0.17000,2.97300,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-19 04:00:00,27.4400,7.15200,5.16000,468.54900,79.30100,3.65800,0.10100,,0.13300,2.41700,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-19 08:00:00,26.7000,6.96500,2.77400,544.48300,172.55100,2.95100,0.09900,,0.09300,2.07200,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-19 12:00:00,26.7500,6.99200,3.38400,545.83800,102.39300,4.44000,0.65300,,0.22100,3.12900,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-19 16:00:00,26.8400,7.07800,4.16300,495.09300,69.46900,3.80200,0.29200,,0.15000,2.44400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-19 20:00:00,26.9000,6.91600,2.53600,547.79300,160.49000,3.14700,0.23300,,0.11800,2.15600,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-20 00:00:00,27.2000,7.06400,4.12200,454.30800,110.08800,4.25400,0.43200,,0.18100,2.84100,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-20 04:00:00,27.3200,7.08000,4.33700,453.12500,72.08600,4.25400,0.43200,,0.18100,2.84100,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-20 08:00:00,27.3200,6.86200,1.87200,497.85700,173.28200,2.98800,0.20100,,0.11800,2.10000,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-20 12:00:00,26.6100,6.88900,1.51800,553.35200,90.16200,4.64700,0.69500,,0.21700,2.10000,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-20 16:00:00,26.8400,7.00600,3.08100,487.32300,62.14200,4.00200,0.38800,,0.15300,2.56600,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-20 20:00:00,26.4400,6.86200,1.37000,554.60500,139.72400,3.19400,0.29900,,0.12200,2.18000,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-21 00:00:00,26.7200,6.94400,2.75400,496.00100,103.11800,4.31100,0.51900,,0.19000,2.80600,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-21 04:00:00,26.6000,6.98600,3.06600,478.02200,66.33300,3.34700,0.32300,,0.15000,2.42500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-21 08:00:00,26.7200,6.88700,2.30400,497.38800,92.30600,2.75400,0.25400,,0.11900,2.27100,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-21 12:00:00,27.3200,6.83800,1.29100,568.88500,95.23800,3.29600,0.45200,,0.15100,2.55000,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-21 16:00:00,27.5800,6.96300,2.84200,480.31700,69.87600,3.73300,0.33100,,0.15200,2.43800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-21 20:00:00,27.0700,6.84800,1.48800,562.75000,95.30600,3.18500,0.22300,,0.12600,2.26700,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-22 00:00:00,27.0800,6.87000,1.65500,585.66400,119.16500,3.96600,0.33500,,0.16100,2.51700,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-22 04:00:00,26.9600,7.00000,3.30300,466.41400,79.05400,4.15900,0.13100,,0.16000,2.51500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-22 08:00:00,27.0800,6.85400,1.92300,532.72500,95.99400,3.06300,0.09400,,0.12700,2.13200,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-22 12:00:00,27.5600,6.90800,1.61300,578.37800,112.33400,3.67200,0.28800,,0.16200,2.67100,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-22 16:00:00,27.2900,6.93600,2.60000,522.19400,76.84700,3.82600,0.16200,,0.16400,2.36700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-22 20:00:00,27.0300,6.84800,1.62300,564.25500,91.25200,3.11000,0.04500,,0.13200,2.25300,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-23 00:00:00,27.0800,6.89300,2.15500,591.45200,124.53700,3.62400,0.36200,,0.17000,2.61000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-23 04:00:00,26.9600,7.02900,3.53000,488.57400,115.28400,3.92400,0.11200,,0.16400,2.35500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-23 08:00:00,27.0900,6.93000,2.55000,562.47400,98.58700,3.06300,0.03100,,0.14000,2.27300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-23 12:00:00,27.4400,6.84200,2.06800,589.85000,131.08800,3.60900,0.08800,,0.14500,2.31700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-23 16:00:00,27.4400,6.98800,2.87300,564.19400,89.33500,4.14800,0.19300,,0.17500,2.64000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-23 20:00:00,26.8400,6.82900,1.95000,582.13500,99.81900,3.45400,0.03600,,0.13400,2.10400,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-24 00:00:00,26.6000,6.84000,1.95000,572.51900,93.77600,4.04000,0.40700,,0.17400,2.71600,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-24 04:00:00,27.0800,7.02100,3.81900,517.17900,123.31500,4.16800,0.50200,,0.18000,2.78600,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-24 08:00:00,26.9600,6.99200,3.43900,530.17600,83.86900,3.69700,0.07800,,0.16400,2.26500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-24 12:00:00,26.7100,6.94000,2.87200,528.01300,174.84100,3.53300,0.23100,,0.15200,2.34800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-24 16:00:00,26.9400,6.93600,2.84700,540.43000,83.77700,5.02200,0.36500,,0.21900,2.97000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-24 20:00:00,26.7300,6.90700,2.47700,508.54600,115.04100,4.08600,0.18700,,0.15000,2.49900,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-25 00:00:00,26.7600,6.86200,2.08900,486.72800,141.50000,4.36400,0.31100,,0.18000,2.80300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-25 04:00:00,26.9400,6.83500,1.80000,497.18600,58.89800,4.85100,0.45200,,0.21100,3.29800,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-25 08:00:00,27.2000,6.83700,1.97600,506.05100,85.32500,4.08300,0.30100,,0.14800,2.62800,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-25 12:00:00,26.2400,6.90500,2.52100,499.11800,176.11700,,0.27600,,0.16100,2.97600,,,UNKNOWN,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-25 16:00:00,26.5200,6.86400,2.45400,505.54600,82.56500,5.19500,0.30000,,0.22400,3.10800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-25 20:00:00,26.1200,6.86800,2.39600,508.65800,85.37300,4.40100,0.14500,,0.16100,2.48100,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-26 00:00:00,25.8800,6.83500,2.42400,512.47600,108.34600,4.46000,0.13400,,0.16500,2.54100,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-26 04:00:00,26.1200,6.83300,2.47000,516.68400,72.16000,4.69900,0.25800,,0.18200,2.69100,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-26 08:00:00,26.2400,6.82300,2.36800,514.81200,71.48500,4.48700,0.15700,,0.15400,2.54900,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-26 12:00:00,26.2400,6.78500,2.20200,495.19700,128.92700,4.43600,0.12000,,0.15500,2.75400,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-26 16:00:00,26.3500,6.81400,2.48500,486.46100,80.94700,5.15200,0.38200,,0.20800,3.17300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-26 20:00:00,26.1200,6.81800,2.48400,486.53100,77.35400,5.07600,0.22000,,0.19200,3.06000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-27 00:00:00,25.6400,6.81400,2.28900,474.67100,88.04900,4.78200,0.17700,,0.19000,2.93700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-27 04:00:00,25.6300,6.80000,2.52000,471.80300,74.81400,4.85100,0.44300,,0.21300,2.94700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-27 08:00:00,26.1200,6.97100,3.97100,434.63000,58.22400,4.74600,0.31600,,0.20200,3.03500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-27 12:00:00,26.3500,6.77500,2.40100,472.88900,87.20500,3.39100,0.11100,,0.15200,2.67500,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-27 16:00:00,26.8400,6.82300,2.89000,461.44200,86.61400,4.69200,0.45200,,0.20700,3.02500,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-27 20:00:00,26.7200,6.95100,3.79000,440.37500,63.18200,4.47700,0.25000,,0.19900,2.91600,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-28 00:00:00,26.3200,6.80800,2.65500,469.91900,79.32400,3.90500,0.15000,,0.16300,2.55500,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-28 04:00:00,26.2400,6.80400,2.80000,469.21900,87.52600,4.70600,0.28800,,0.19500,2.97000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-28 08:00:00,26.4800,7.00000,8.44700,0.41300,0.70100,4.60600,0.23200,,0.19300,2.79800,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-28 12:00:00,27.5700,6.71800,2.60900,490.34700,74.25000,4.60600,0.23200,,0.19300,2.79800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-28 16:00:00,27.6800,6.80700,2.80600,476.20400,93.83800,3.98300,0.46600,,0.19600,2.85000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-28 20:00:00,27.4400,7.01700,4.26100,429.79300,62.91300,4.45700,0.23900,,0.19000,2.86400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-29 00:00:00,27.2000,7.01000,4.21200,430.72700,56.77300,3.41300,0.06100,,0.14000,2.18300,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-29 04:00:00,27.0800,6.78600,2.50800,490.97200,83.91900,3.45700,0.04400,,0.14000,2.24800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-29 08:00:00,27.4400,6.79000,2.55800,479.53700,78.32000,4.52300,0.25600,,0.18700,2.78200,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-29 12:00:00,28.0500,6.79300,2.50500,478.14000,83.36300,4.51500,0.06700,,0.17600,2.67000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-29 16:00:00,28.4100,6.80500,2.74800,493.70100,100.66400,4.75300,0.05100,,0.17700,2.57800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-29 20:00:00,27.9200,6.87500,3.04200,472.54700,83.20500,4.82800,0.22100,,0.19700,2.67400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-30 00:00:00,27.6800,7.07200,4.50800,426.64800,55.60200,4.44200,0.05200,,0.16100,2.39600,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-30 04:00:00,27.8100,6.84800,2.76800,485.52500,85.61100,3.14200,0.02500,,0.12200,2.01300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-30 08:00:00,27.8000,6.81500,2.42200,495.33200,83.84600,4.19300,0.13600,,0.17000,2.51300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-30 12:00:00,27.9200,6.99000,3.89900,449.01900,60.30600,4.44500,0.05700,,0.17300,2.67400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-30 16:00:00,28.1700,6.79900,2.51600,502.60100,109.49100,3.37900,0.02700,,0.13500,2.25700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-06-30 20:00:00,28.5300,6.81100,2.25700,495.87100,100.58400,4.69000,0.20800,,0.19500,2.82700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-01 00:00:00,28.6500,7.08000,4.60400,414.91900,56.41200,4.46000,0.17100,,0.18700,2.73400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-01 04:00:00,27.5600,6.96700,2.37600,472.52900,72.79100,2.85300,0.04100,,0.11900,2.12800,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-01 08:00:00,27.8000,6.82100,1.95300,503.96900,82.60300,3.99600,0.58200,,0.18200,2.57800,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-01 12:00:00,28.2900,7.06000,3.93500,447.25500,56.96300,3.98000,0.30600,,0.17600,2.78700,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-01 16:00:00,28.4100,6.89300,2.00600,498.34800,86.04000,3.10600,0.06500,,0.13000,2.30000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-01 20:00:00,28.0500,6.87700,2.41800,502.63600,110.01700,4.44000,0.48700,,0.20100,2.79200,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-02 00:00:00,28.3000,7.12500,4.51800,425.69700,95.32700,4.64600,0.09100,,0.17800,2.56500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-02 04:00:00,28.0600,7.02100,3.62400,458.88800,72.08700,3.19500,0.03000,,0.13300,2.13800,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-02 08:00:00,28.2900,6.78500,1.78700,499.43200,98.87300,3.49100,0.04000,,0.13500,2.16300,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-02 12:00:00,28.8900,7.10000,4.31200,433.43600,91.29000,4.45000,0.54200,,0.20600,2.96300,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-02 16:00:00,28.7700,6.85700,2.17700,482.95800,73.55200,3.28800,0.04000,,0.13400,2.08900,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-02 20:00:00,28.4100,6.88500,2.02200,502.56300,121.55500,3.78700,0.47300,,0.17300,2.62600,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-03 00:00:00,28.4100,7.12900,4.48800,426.56000,152.99000,4.65000,0.34000,,0.21300,2.78000,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-03 04:00:00,28.4100,6.98000,3.10400,463.66300,74.88900,3.66000,0.05400,,0.15600,2.30600,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-03 08:00:00,28.4100,6.77300,1.19400,518.66400,106.93600,3.47700,0.17800,,0.15100,2.28500,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-03 12:00:00,28.8900,6.98400,3.23600,459.55700,101.39800,4.57400,0.81900,,0.23200,3.21600,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-03 16:00:00,29.0100,6.91000,2.33300,484.51100,86.06200,3.75100,0.08000,,0.16100,2.43500,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-03 20:00:00,28.6700,6.85700,1.74600,501.83800,117.17000,4.01500,0.14500,,0.16800,2.46900,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-04 00:00:00,28.5700,7.15400,4.48400,401.85200,240.15600,4.52100,0.37000,,0.21200,2.73500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-04 04:00:00,28.7700,7.09600,3.91000,430.81800,75.67300,3.45700,0.06000,,0.17500,2.36000,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-04 08:00:00,29.0100,6.84700,2.03200,485.94000,147.08800,2.70400,0.02800,,0.12400,2.12900,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-04 12:00:00,29.7400,6.96700,3.07500,450.96200,111.31600,3.98300,0.31100,,0.20200,2.92100,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-04 16:00:00,29.7400,6.98200,2.64500,463.64500,98.91600,3.72100,0.05900,,0.14900,2.35700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-04 20:00:00,29.6200,6.88600,2.02700,501.41000,147.00200,3.90700,0.05200,,0.15200,2.59200,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-05 00:00:00,29.2600,7.07400,3.44900,437.42000,277.11900,4.72600,0.21900,,0.20600,3.01700,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-05 04:00:00,29.1300,7.16800,4.16100,411.30200,81.75600,4.88200,0.06300,,0.20400,2.59400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-05 08:00:00,29.1300,6.92000,2.55500,474.96500,165.52700,3.00400,0.02500,,0.11600,1.99600,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-05 12:00:00,29.6400,6.93100,2.27500,482.99000,170.30900,4.52700,0.27600,,0.19600,2.82000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-05 16:00:00,29.6200,7.08400,3.25800,443.37900,112.62300,4.59400,0.12000,,0.19800,2.74800,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-05 20:00:00,29.6200,6.89400,1.80500,506.66900,137.01400,3.71100,0.04500,,0.14600,2.26700,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-06 00:00:00,29.6200,6.98000,2.68400,471.52000,163.29400,4.51100,0.33200,,0.19600,2.70700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-06 04:00:00,29.3800,7.17200,4.05400,407.09300,106.35100,4.34500,0.06900,,0.18700,2.48700,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-06 08:00:00,29.4200,6.93500,2.50900,467.69400,141.48100,2.98000,0.02700,,0.12600,2.05700,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-06 12:00:00,30.1100,6.89600,1.84700,503.93400,196.18200,3.92800,0.32100,,0.18300,2.77500,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-06 16:00:00,29.9900,7.07800,3.21700,431.71700,126.53800,5.22000,0.19600,,0.21600,2.86900,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-06 20:00:00,30.2300,6.90600,2.02600,504.40000,140.81900,4.02600,0.04800,,0.15500,2.28700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-07 00:00:00,30.2300,6.93300,1.90700,507.48600,227.85900,4.88400,0.32800,,0.20200,2.72400,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-07 04:00:00,29.5000,7.20200,4.20000,397.48000,200.80800,5.32300,0.10900,,0.23000,2.76800,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-07 08:00:00,29.7200,7.11000,3.51000,432.35100,132.97100,3.92800,0.04000,,0.15500,2.26900,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-07 12:00:00,30.3500,6.95100,2.13900,502.58100,246.20700,3.78700,0.04800,,0.15300,2.41400,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-07 16:00:00,29.8600,7.18200,3.99600,404.65600,165.02800,5.08700,0.13400,,0.22800,2.88300,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-07 20:00:00,30.1100,6.96700,2.06200,497.11400,143.62000,3.72800,0.04000,,0.15900,2.22000,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-08 00:00:00,30.3400,6.90000,1.51600,512.03300,163.39900,4.63700,0.59100,,0.22100,2.93100,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-08 04:00:00,29.4900,7.22900,4.57600,366.10900,227.38100,5.14600,0.54800,,0.23900,2.85900,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-08 08:00:00,29.8600,7.07100,3.45400,419.01900,127.25100,3.64900,0.05000,,0.15400,2.17500,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-08 12:00:00,30.5900,6.86600,1.72300,502.69000,219.83200,3.65000,0.11800,,0.14600,2.37500,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-08 16:00:00,30.5900,6.98800,2.59600,456.78600,158.64100,5.59100,0.49400,,0.26600,3.36300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-08 20:00:00,30.1000,6.96700,2.02400,486.20200,111.56400,4.76500,0.13200,,0.19000,2.63600,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-09 00:00:00,30.0800,6.91900,1.58800,503.68900,160.83400,4.35000,0.25300,,0.17500,2.40100,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-09 04:00:00,29.3800,7.19400,4.38000,366.54300,187.81600,5.09400,0.34300,,0.22000,2.72400,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-09 08:00:00,29.6300,7.10800,3.63500,400.41200,102.78500,3.92300,0.04900,,0.15800,2.31000,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-09 12:00:00,30.1100,6.84900,1.38400,506.45100,176.45900,3.36900,0.05100,,0.13200,2.21900,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-09 16:00:00,30.4700,6.93700,1.85200,500.02900,136.91000,4.82600,0.60100,,0.23700,2.95700,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-09 20:00:00,29.9200,7.04900,2.98700,433.48200,98.71000,4.64700,0.09000,,0.20600,2.41300,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-10 00:00:00,30.3400,6.90200,1.72400,510.32900,136.15600,3.63900,0.05100,,0.14100,2.04400,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-10 04:00:00,30.3500,6.96700,2.24800,486.45300,136.52400,4.66800,0.20400,,0.19500,2.42700,,,Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2023-07-10 08:00:00,29.6100,7.17000,4.19400,361.64100,79.78800,4.78600,0.06600,,0.18800,2.46300,,,Ⅳ,
